title,date,keywords,keyphrase,popular words
What's up at Futurice Oslo?,20 Dec 2018,"['oslo', 'futurice', 'lørn', 'designer', 'community']","['futurice oslo', 'communities oslo', 'oslo woop', 'oslo business']","[('futurice', 8), ('team', 8), ('oslo', 7), ('project', 7), ('opportunity', 6), ('great', 5), ('client', 5), ('new', 5), ('norway', 5), ('share', 5)]"
Why You Probably Don't Want to Own a Car in 10 Years,26 Nov 2018,"['uber', 'car', 'car', 'drive', 'own']","['owning car', 'car ownership', 'use car', 'keeping car']","[('car', 44), ('service', 19), ('mobility', 18), ('new', 14), ('ride', 11), ('customer', 8), ('city', 7), ('ownership', 7), ('autonomous', 7), ('want', 6)]"
Introducing the Futurice Principles for Ethical AI,21 Nov 2018,"['ethical', 'ethic', 'ai', 'datum', 'principle']","['ethical ai', 'ai ethics', 'data ethics', 'principles ethical']","[('ethical', 7), ('ai', 7), ('set', 7), ('principle', 7), ('create', 5), ('question', 4), ('work', 4), ('data', 4), ('ethics', 4), ('principles', 3)]"
What we learned by teaching others how to use our IoT kit,25 Oct 2018,"['iot', 'pedagogical', 'ideation', 'creatively', 'environment']","['iot experiences', 'iot feel', 'explore iot', 'iot kit']","[('iot', 13), ('solution', 9), ('student', 8), ('develop', 8), ('need', 7), ('learn', 6), ('use', 6), ('kit', 6), ('city', 6), ('design', 6)]"
Escape the mistakes of the screen: how to design great voice services,9 Oct 2018,"['voice', 'audio', 'conversation', 'phone', 'distraction']","['interact voice', 'design voice', 'voice content', 'voice integrated']","[('service', 31), ('voice', 30), ('create', 18), ('need', 13), ('child', 13), ('experience', 11), ('kid', 11), ('design', 10), ('app', 10), ('family', 10)]"
Holistic DevOps - Economies of Speed,1 Oct 2018,"['devop', 'efficiency', 'optimisation', 'scale', 'deliver']","['holistic devops', 'devops economies', 'scaling production', 'costs scaling']","[('speed', 7), ('scale', 7), ('economy', 7), ('fast', 4), ('build', 4), ('code', 4), ('scaling', 3), ('learn', 3), ('problem', 3), ('solve', 3)]"
Achievement unlocked: Five-time Microsoft MVP,24 Sept 2018,"['mvps', 'mvp', 'award', 'microsoft', 'samarin']","['mvps microsoft', 'microsoft mvp', 'mvp awards', 'mvps worldwide']","[('microsoft', 40), ('mvp', 21), ('year', 15), ('time', 13), ('award', 13), ('futurice', 13), ('team', 11), ('michael', 10), ('way', 9), ('windows', 9)]"
Change is simple – give a little to get a lot back,20 Sept 2018,"['culture', 'change', 'transformation', 'organization', 'consultant']","['change culture', 'culture transformation', 'culture change', 'transform culture']","[('change', 16), ('culture', 11), ('new', 7), ('book', 6), ('need', 6), ('management', 5), ('work', 5), ('order', 5), ('organization', 4), ('answer', 4)]"
Value-To-Market: an alternative approach to service innovation in the auto sector,20 Sept 2018,"['automotive', 'service', 'business', 'innovation', 'market']","['service innovation', 'car services', 'emerging automotive', 'innovation auto']","[('value', 42), ('product', 17), ('market', 15), ('creation', 15), ('service', 13), ('create', 11), ('time', 10), ('focus', 10), ('business', 10), ('process', 10)]"
Futurice alum Risto Sarvas named Professor of Practice at Aalto University,19 Jun 2018,"['futurice', 'organisation', 'sarvas', 'designer', 'professor']","['career futurice', 'futurice sarvas', 'methodology futurice', 'futurice professorship']","[('futurice', 8), ('risto', 7), ('university', 6), ('information', 6), ('service', 6), ('business', 6), ('sarvas', 5), ('aalto', 5), ('program', 5), ('lean', 5)]"
Bringing Frontend to 2018,14 Jun 2018,"['frontend', 'javascript', 'development', 'requirejs', '2018']","['javascript project', 'javascript developers', 'javascript codebase', 'javascript team']","[('change', 16), ('need', 15), ('library', 14), ('redux', 14), ('application', 11), ('state', 11), ('react', 10), ('webpack', 9), ('time', 9), ('module', 9)]"
When Momo the Robot met children,12 Jun 2018,"['robot', 'robotic', 'autistic', 'gesture', 'olli']","['robot olli', 'language robot', 'robot speak', 'meeting robot']","[('robot', 37), ('sign', 11), ('olli', 9), ('language', 9), ('time', 9), ('session', 9), ('room', 9), ('control', 8), ('child', 7), ('minja', 7)]"
Futupolis & Berlin - A Tale of Two Cities,11 Jun 2018,"['futupoli', 'berlin', 'city', 'metropolis', 'fritz']","['futupolis berlin', 'berlin futupolis', 'experiencing berlin', 'futupolis inspired']","[(' ', 15), ('people', 12), ('futurice', 11), ('work', 11), ('ai', 9), ('day', 7), ('year', 7), ('berlin', 6), ('open', 6), ('new', 6)]"
Twitch - the MTV of the gaming generation,11 Jun 2018,"['twitch', 'stream', 'viewer', 'streamer', 'esport']","['twitch streams', 'twitch mtv', 'acquiring twitch', 'business twitch']","[('twitch', 14), ('game', 13), ('stream', 11), ('gaming', 9), ('like', 9), ('video', 8), ('live', 8), ('platform', 8), ('fortnite', 8), ('streaming', 6)]"
Mixed Reality Showdown: Meta 2 vs. HoloLens,25 May 2018,"['vr', 'hologram', 'hololen', 'headset', 'tradeoff']","['meta hololens', 'hololens meta', 'vs hololens', 'physical hololens']","[('hololens', 53), ('meta', 50), ('2', 43), ('device', 27), ('look', 15), ('feel', 14), ('image', 14), ('experience', 12), ('hand', 12), ('headset', 11)]"
Norway is the new black,2 May 2018,"['oslo', 'norwegian', 'futurice', 'innovation', 'entrepreneurial']","['futurice oslo', 'business norway', 'norwegian design', 'nordic innovation']","[('oslo', 11), ('work', 10), ('new', 7), ('office', 7), ('culture', 6), ('company', 5), ('business', 5), ('norway', 4), ('innovation', 4), ('digital', 4)]"
Operation Snowflake is here (again!),18 Apr 2018,"['organize', 'organize', 'event', 'operationsnowflake', 'snowflake']","['easy organize', 'organizing skills', 'operation snowflake', 'snowflake group']","[('snowflake', 8), ('operation', 7), ('time', 7), ('year', 7), ('people', 7), ('slope', 5), ('futurice', 4), ('want', 4), ('event', 4), ('good', 4)]"
What I've Learned Validating with Joi,16 Apr 2018,"['joi', 'validate', 'validate', 'validation', 'schema']","['validating joi', 'validate joi', 'joi validation', 'validation joi']","[('joi', 25), ('validation', 19), ('method', 17), ('validate', 15), ('datum', 15), ('schema', 13), ('value', 12), ('field', 10), ('number', 8), ('object', 8)]"
Kesko's K Markkinointi uses LSC to raise their marketing services to the next level,4 Apr 2018,"['marketing', 'service', 'lean', 'methodology', 'kesko']","['lean service', 'kesko marketing', 'introducing lean', 'marketing services']","[('work', 20), ('k', 11), ('service', 11), ('way', 10), ('retailer', 9), ('new', 9), ('kesko', 8), ('team', 8), ('marketing', 6), ('group', 5)]"
The Futurice Culture Handbook,28 Mar 2018,"['culture', 'cultural', 'organization', 'behaviour', 'futurice']","['culture values', 'company culture', 'culture handbook', 'culture generally']","[('culture', 15), ('handbook', 8), ('company', 6), ('value', 6), ('futurice', 5), ('decision', 5), ('example', 4), ('organization', 3), ('people', 3), ('making', 3)]"
Futurice social impact projects 2017-2018 and call for sponsorship,20 Mar 2018,"['futurice', 'project', 'fundraise', 'sponsorship', 'technology']","['technology futurice', 'futurice helping', 'futurice partners', 'futurice 2017']","[('project', 23), ('\n', 20), ('service', 13), ('futurice', 12), ('app', 12), ('website', 11), ('2017', 10), ('2018', 10), ('refugees', 9), ('startup', 8)]"
An Approach to Software Production - Part 2,17 Mar 2018,"['developer', 'backend', 'manage', 'deployment', 'integrate']","['software production', 'integrations managing', 'end developers', 'software enterprise']","[('task', 12), ('team', 11), ('work', 11), ('software', 10), ('release', 10), ('developer', 10), ('integrate', 9), ('integration', 9), ('development', 9), ('code', 8)]"
An Approach to Software Production - Part 1,17 Mar 2018,"['development', 'production', 'enterprise', 'agile', 'approach']","['software production', 'software enterprise', 'developing enterprise', 'approach developing']","[('software', 16), ('project', 15), ('team', 13), ('way', 11), ('co', 10), ('end', 9), ('work', 9), ('organise', 9), ('approach', 8), ('creation', 8)]"
An Approach to Software Production - Part 3,17 Mar 2018,"['production', 'product', 'develop', 'plan', 'agile']","['product strategy', 'software production', 'new products', 'consider products']","[('project', 14), ('software', 11), ('business', 10), ('product', 10), ('measure', 9), ('deliver', 9), ('success', 8), ('value', 7), ('start', 7), ('focus', 7)]"
Futurice Design Day 2018 — Rethink/Refresh,12 Mar 2018,"['designday', 'designer', 'architectural', 'futurice', 'reimagine']","['stockholm design', 'design community', '2019 designday', 'designers 2018']","[('design', 22), ('futurice', 7), ('day', 7), ('client', 7), ('2018', 5), ('designer', 4), ('work', 4), ('rethink', 3), ('community', 3), ('year', 3)]"
Pushing the limits of the HoloLens with improved hand tracking,9 Mar 2018,"['gesture', 'gesture', 'hololen', 'mouse', 'leap']","['gesture supported', 'single gesture', 'gesture simple', 'basic gestures']","[('lmc', 24), ('hololens', 20), ('hand', 15), ('point', 15), ('image', 14), ('datum', 12), ('use', 12), ('gesture', 10), ('fingertip', 10), ('result', 8)]"
Understand Your Company Culture,1 Mar 2018,"['culture', 'behaviour', 'behave', 'organisation', 'analysis']","['changing culture', 'prevent culture', 'culture drifting', 'future culture']","[('need', 12), ('culture', 10), ('change', 7), ('people', 6), ('understand', 4), ('behaviour', 4), ('interview', 4), ('company', 3), ('future', 3), ('csa', 3)]"
"Teemu Moisala has been appointed as the new CEO of Futurice as of May 1st, 2018",20 Feb 2018,"['futurice', 'teemu', 'ceo', 'moisala', 'helsinki']","['ceo futurice', 'director futurice', 'ceo teemu', 'futurice doing']","[('teemu', 10), ('futurice', 9), ('company', 9), ('ceo', 5), ('moisala', 4), ('new', 4), ('year', 3), ('managing', 3), ('director', 3), ('finland', 3)]"
Introduction to Serverless,9 Feb 2018,"['serverless', 'stateless', 'cloudformation', 'azure', 'service']","['serverless services', 'serverless service', 'defined serverless', 'stateless services']","[('serverless', 13), ('service', 7), ('function', 7), ('faas', 6), ('code', 6), ('provider', 6), ('cloud', 5), ('cloudformation', 5), ('functions', 4), ('stack', 4)]"
Classifying text with fastText in pySpark,30 Jan 2018,"['pyspark', 'fasttext', 'udf_predict_language', 'language', 'classify']","['fasttext pyspark', 'pyspark classifying', 'fasttext language', 'fasttext classifier']","[('train', 15), ('language', 14), ('model', 14), ('message', 11), ('fasttext', 10), ('need', 10), ('spark', 10), ('classify', 7), ('wrapper', 7), ('use', 7)]"
Differences between machine learning and software engineering,11 Jan 2018,"['software', 'engineering', 'programmer', 'learn', 'automate']","['learning software', 'software engineering', 'software engineers', 'software engineer']","[('machine', 26), ('learning', 22), ('datum', 17), ('software', 14), ('traditional', 13), ('engineering', 9), ('\xa0', 8), ('programming', 8), ('problem', 7), ('write', 7)]"
When self-organizing becomes a burden,9 Jan 2018,"['organizational', 'organization', 'organisation', 'organize', 'self']","['organization motivating', 'autonomous organization', 'autonomous organizations', 'organization enables']","[('organization', 27), ('autonomous', 14), ('employee', 12), ('self', 8), ('decision', 7), ('work', 6), ('need', 6), ('support', 6), ('information', 6), ('organizing', 5)]"
Radical innovation must come from the outside - not within,15 Dec 2017,"['innovation', 'innovation', 'breakthrough', 'firm', 'radical']","['radical innovation', 'innovations radical', 'radical innovations', 'innovation large']","[('innovation', 28), ('business', 24), ('radical', 17), ('new', 14), ('corporation', 12), ('core', 9), ('incremental', 8), ('legacy', 8), ('need', 8), ('exist', 7)]"
My two weeks as culture detective – Futurice through social psychology lenses,27 Nov 2017,"['psychology', 'psychologist', 'social', 'futurice', 'internship']","['futurice social', 'social psychologists', 'social psychologist', 'social scientist']","[('futurice', 13), ('social', 12), ('service', 8), ('psychology', 7), ('employee', 7), ('new', 6), ('way', 6), ('text', 5), ('student', 5), ('think', 5)]"
Learning medicinal habits from discussion forum data,17 Nov 2017,"['sentiment', 'discussion', 'research', 'medicine', 'dataset']","['discussion data', 'extracting sentiment', 'discussions medicine', 'forum data']","[('\xa0', 25), ('word', 25), ('drug', 17), ('doctor', 12), ('vector', 11), ('medicine', 9), ('similar', 9), ('datum', 8), ('discussion', 7), ('different', 7)]"
Facing the Truth: We are not so good at recognizing faces,15 Nov 2017,"['privacy', 'recognize', 'face', 'nationality', 'passport']","['recognize faces', 'recognizing faces', 'recognition face', 'faces passport']","[('face', 35), ('\xa0', 25), ('passport', 16), ('recognize', 15), ('recognition', 14), ('celebrity', 9), ('match', 9), ('good', 8), ('image', 8), ('officer', 8)]"
Chilicorn projects nominated for awards: IxDA & Kantar Information is Beautiful,2 Nov 2017,"['chilicorn', 'project', 'ngo', 'refugee', 'award']","['chilicorn projects', 'chilicorn startup', 'chilicorn fund', 'app refugees']","[('\xa0', 8), ('world', 7), ('chilicorn', 6), ('information', 6), ('skill', 5), ('refugee', 5), ('well', 4), ('startup', 4), ('refugees', 4), ('match', 4)]"
Making an open-source PaaS,2 Nov 2017,"['cloud', 'cloudwatch', 'kubernete', 'ansible', 'developer']","['software containers', 'applications cloud', 'use cloud', 'cloud services']","[('service', 12), ('docker', 12), ('cloud', 7), ('paas', 6), ('like', 6), ('provide', 6), ('create', 6), ('swarm', 6), ('deployment', 6), ('make', 5)]"
CXC 2017 Key Note Speech: Are We Getting It All Wrong?,26 Oct 2017,"['cxc', 'deliver', 'advisory', 'financial', 'emphasis']","['cx financial', 'outstanding cx', 'cxc customer', 'cx ridiculously']","[('customer', 31), ('experience', 21), ('service', 13), ('cx', 11), ('financial', 10), ('people', 10), ('great', 10), ('decision', 9), ('deliver', 8), ('approach', 8)]"
Digital transformation at a glance,13 Oct 2017,"['digitalization', 'digital', 'industry', 'technological', 'car']","['digital transformation', 'digitalization industries', 'industries digital', 'digital disruption']","[('industry', 28), ('digital', 27), ('transformation', 15), ('company', 13), ('new', 13), ('map', 10), ('opportunity', 9), ('like', 9), ('disruption', 8), ('business', 7)]"
Stepping out of the work bubble for a day of inspiration,28 Sept 2017,"['designer', 'designer', 'conversation', 'brand', 'creative']","['futurice designers', 'saying designers', 'designers attending', 'design conference']","[('design', 9), ('talk', 9), ('designer', 7), ('great', 7), ('bot', 7), ('day', 5), ('create', 4), ('work', 3), ('go', 3), ('conference', 3)]"
Making of a Social Robot,13 Sept 2017,"['robot', 'humanoid', 'robot', 'chatbot', 'interaction']","['social robot', 'social robots', 'robot design', 'robot interacts']","[('robot', 26), ('social', 12), ('source', 7), ('open', 5), ('human', 5), ('communicate', 5), ('people', 5), ('study', 4), ('able', 4), ('gesture', 4)]"
